,"Ward","Pincode","Address","Unnamed: 0"," Area","State","Number","Region","Area_Tag","Latitude","Longitude","BMC_Ward"
313,"HE",400010,"MehboobKasaiChawl,VnDesai",10,"Dockyard Road","Maharashtra",16,"Mumbai","Mumbai",18.3667,72.9333,
314,"HE",400010,"OppMavNirmanChawl,AhmedZakeria,BandraEast",10,"Dockyard Road","Maharashtra",16,"Mumbai","Mumbai",18.3667,72.9333,
315,"HE",400011,"GajananRahivasiSangh,NewAgripada,SantacruzEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
316,"HE",400011,"GurubakshaPunjabiChawl,JawaharNagar,SaiBabaRoad,KharEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
317,"HE",400011,"JaiMaSharadaRahivasiSevak,DnyaneshwarNagar,Nalaside,BandraEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
318,"HE",400011,"KalyaniNiwas,Vakola,VakolaPipeLine,BarmaBakrey,VakolaVillage",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
319,"HE",400011,"KanishkaBld,CisfCamp,Kalina",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
320,"HE",400011,"MWing,AiSanaBld,AiSanaBld,BeharamRoad,Beharam",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
321,"HE",400011,"MoreshwarChwal,Waghriwada,Vakola,SantacruzEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
322,"HE",400011,"NavjeevanChwal,IndiraNagar,GavdeviPipeLine,Vakola,SantacruzEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
323,"HE",400011,"ParvezChawl,NearMohammadiMasjid,ShashriNagar,Kalina,SantacruzEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
324,"HE",400011,"PatharNagar,BharatNagar,BkcRoad,BandraEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
325,"HE",400011,"PatharNagar,BharatNagr,Bkc,BandraEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
326,"HE",400011,"RazakChawl,GoldenBakery,KherwadiRoad,BandraEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
327,"HE",400011,"SambhajiSevaMandal,JavharNagar,KharEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
328,"HE",400011,"SankalpSiddhi,KherNagar,BandraEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
329,"HE",400011,"ShardhaSangeet,NearShardhaSanget,BandraEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
330,"HE",400011,"YunusMiyanChawl,Navpada,BandraEast",45,"Agripada","Maharashtra",16,"Mumbai","Mumbai",18.9833,72.8333,
331,"HE",400012,"LalabhaiChawl,BehramNagar,BandraEast",54,"Parel Rly Work Shop","Maharashtra",16,"Mumbai",,19,72.8333,
332,"HE",400016,"MadinaMasjid,Golibar,SantacruzEast",65,"Mahim E","Maharashtra",16,"Mumbai","Mumbai",19.0333,72.85,
333,"HE",400017,"BuildingNo3,AkrutiBuilding,ShashtriNagar,BandraEast",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
334,"HE",400017,"GaribNagar,BandraEast",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
335,"HE",400017,"NavpadaBuildingNo2,PrabhatColony,SantacruzEast",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
336,"HE",400017,"PlotNo8,BharatNagar,BandraEast",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
337,"HE",400017,"SanjivaniSoc,JawarNagar,GolibarRd,KharEast",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
338,"HE",400027,"RazakChawlNo-03,BandraEast",87,"V J B Udyan","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
339,"HE",400028,"PlotNo7,BharatNagar,BandraEast",93,"Shivaji Park (Mumbai)","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
340,"HE",400028,"SudhirApartment,YashwantNagar,VakolaPipeline,SantacruzEast",93,"Shivaji Park (Mumbai)","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
341,"HE",400033,"DyaneshwarNagar,BandraEast",110,"L B S N E collage","Maharashtra",16,"Mumbai","Mumbai",19.0167,72.85,
342,"HE",400033,"MahakaliShivshankarNagar,ChawlNo7,NewAgripada,SantacruzEast",110,"L B S N E collage","Maharashtra",16,"Mumbai","Mumbai",19.0167,72.85,
343,"HW",400016,"HariNiwas,SVRoad,NextToPodarIbBoardSchool,KharWest",65,"Mahim E","Maharashtra",16,"Mumbai","Mumbai",19.0333,72.85,
344,"HW",400016,"RoseMaryBuilding,IceFactoryLane,OffHillRoad,TriosMall,BandraWest",65,"Mahim E","Maharashtra",16,"Mumbai","Mumbai",19.0333,72.85,
345,"HW",400017,"1101,Chinar,21,Khar",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
346,"HW",400017,"RamadeviMansion,SeaViewBuilding,WestAvenueRoad,SantacruzWest",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
347,"HW",400017,"SandeepBuilding,10,10ThRoad,KharWest",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
348,"HW",400017,"VastuBuilding,BJRoad,BandraWest",66,"Dharavi Road","Maharashtra",16,"Mumbai","Mumbai",19.05,72.8667,
349,"HW",400055,"BloomingHeights,PaliHillRoad,NrPunjabSweet,BandraWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
350,"HW",400055,"BlueFlameBuilding,SVRoad,ShantiNursingHomeBuilding-NextToIndianOil,BandraWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
351,"HW",400055,"IndrayaniBulding,JuhuRoad,SantacruzWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
352,"HW",400055,"NavBaharBuilding,15ThRoad,KharWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
353,"HW",400055,"OrchidBuilding,NargisDuttRoad,OppDilipKumarBunglow,BandraWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
354,"HW",400055,"PitalwalaBuilding,BazarRoad,AboveCitySweetCentre,BandraWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
355,"HW",400055,"QuinnieVilla,PaliNaka,BandraWest,PaliNaka,BandraWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
356,"HW",400055,"ShivChhayaBuilding,14ThRoad,OppNMMedical,KharWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
357,"HW",400055,"ZarinaCHS,SVRoad,OppHPPetrolPump&JamaMasjid,BandraWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
358,"KE",400055,"AWing,SevenhillsHospitalResidentialQuarters,SevenhillsHospitalResidentialQuarters,MarolMaroshiRoad,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
359,"KE",400055,"AlFaqirMohhmadChwal,FrancisWad,JogeshwariEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
360,"KE",400055,"BaluPatilChawl,TankView,SaharVillage,Andheri(E),Mumbai",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
361,"KE",400055,"BuildingNo3,TirupatiBalaji,SaharRd,Saiwadi,AndheriEastMumbai",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
362,"KE",400055,"DamodarChawle,DamodarChawle,MograPada,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
363,"KE",400055,"DurvankurSociety,ShahajiRajeRoad,VileParleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
364,"KE",400055,"FernandesStreet,TejpalRoad,VileParleE",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
365,"KE",400055,"GovindWadiSra,BehindDarpanTalkies,Chakala,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
366,"KE",400055,"GuruArjunDevCHS,MahakaliCavesRoad,BindraComplex,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
367,"KE",400055,"HarishSocietyHosstel,DixitRoad,BehindSatheyCollage,VileParleE",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
368,"KE",400055,"HostelNo2,HillViewApartment,HillViewApartment,NPThakkarRoad,VileparleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
369,"KE",400055,"IBlock,NearGushanMadina,MasjidJe,JogeshwariEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
370,"KE",400055,"Kadamwadi,MarolPipeline,AndheriKurla",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
371,"KE",400055,"KalekhanChawl,Mograpada,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
372,"KE",400055,"Koliwada,Koliwada,JogE",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
373,"KE",400055,"KurbanChawl,InfrontOfRatnaMahalHotel,Parsiwada,Chakala,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
374,"KE",400055,"MahatmaKabirNagar,BihariChawl,Chakala,SaharRoad,NearCigaretteFactory,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
375,"KE",400055,"MahatmaPhuleNagar,Bamanwada,VileParleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
376,"KE",400055,"MarolPoliceCamp,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
377,"KE",400055,"Padmavati,AzadRoad,VileParleE",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
378,"KE",400055,"PremNagar,MasjidThakurMaidanCommuni9StPartyGalliJe,",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
379,"KE",400055,"Premnagar,MadarsaMasjid,FishMaket,JogeshwariEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
380,"KE",400055,"RadhabaiChawl,JhulaMaidan,Meghwadi,JogeshwariEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
381,"KE",400055,"SaiBabaChawle,DrRajendraPrasadNagar,VileParleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
382,"KE",400055,"SakinaBhaiChawle,NearBhajiMarketParshiWada,Chakala,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
383,"KE",400055,"ShastriNagar,Aliyavar,JungMar,VileParleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
384,"KE",400055,"Shivshakti,ShraddhanandRoad,VileparleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
385,"KE",400055,"SitaramMithaiWalaChawl,MogaraPada,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
386,"KE",400055,"SuhanaBuilding,InFrontOfKamgarKalyanKendra,Gundavali,AndheriEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
387,"KE",400055,"SwapnashilpSociety,MahantRoad,VileParleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
388,"KE",400055,"VishnuVilla,NarimanRoad,VileparleEast",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
389,"KW",400024,"DCHouse,10ThRoad,Jvpd,Juhu,AndheriWest",80,"Nehru Nagar (Mumbai)","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
390,"KW",400050,"SamtaNagar,JuhuGalli,BarfiwalaRoad,AndheriWest",122,"Bandra W","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
391,"KW",400055,"18,DevPark,ChandanCinema,Juhu,Juhu",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
392,"KW",400055,"AzimNagarPatelChawl,SraBldg,AzimNagarPatelChawl,SraBldg,NearJogeshwariStation,JogeshwariWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
393,"KW",400055,"DaulatHouse,VPRoad,GaondeviTemple,AndheriWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
394,"KW",400055,"EliteResidentcy,SulatanaBad,JogeshwariWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
395,"KW",400055,"JayMaaShardhaChawl,VMRoadNo05,NehruNagr,VileParle,VileParleWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
396,"KW",400055,"JaywantiChawl,SarotaPada,AndheriWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
397,"KW",400055,"JunaidNagar,CDBurfiwalaRoad,AndheriWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
398,"KW",400055,"ManishaBuilding,PlotNo52,NSRoad,Jvpd,VileParleWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
399,"KW",400055,"RamaleHouse,DongariGalli,Versova,AndheriWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
400,"KW",400055,"RuiyaPark,JrMhatre,SaibabaMandir,Moragaon,Juhu",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
401,"KW",400055,"ShagunBldg,NSRoadNo9Juhu,VilleParleWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
402,"KW",400055,"SomnathDubeChawl,SomnathDubeChawl,SahkarRoad,JogeshwariWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
403,"KW",400055,"ZohraCHS,GaothanLane1,AndheriWest",136,"Vakola","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
404,"KW",400057,"A4,SilverCHS,VaishaliNagar,JogeshwariWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
405,"KW",400057,"AdarshSociety,MhadaColony,AndheriWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
406,"KW",400057,"AyublalaChawl,GaondeviDongari,AndheriWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
407,"KW",400057,"DWing,NanawatiHostel,NanawatiHostel,VileparleWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
408,"KW",400057,"IdbiQuarter,JuhuRoad,MakerKundanGarden,SantacruzWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
409,"KW",400057,"LoksevaItihatSocChawl,JuhuGalli,WirelessRoad,OppKohinoorHotel,AndheriWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
410,"KW",400057,"NJWadiaDispensary,SVRoad,AndheriRailwayStation,AndheriWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
411,"KW",400057,"SantoshNagar,SraBuilding,BaheramBaug,JogeshwariWest",140,"Parle Railway Station","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
412,"KW",400059,"BAqusaBuildingNo18,AmarutNagar,JogeshwariWest",146,"Marol Naka","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
413,"KW",400059,"GulabPaniWaliChawl,GaondeviDongari,CamaRoad,NearNoorMasjid,AndheriWest",146,"Marol Naka","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
414,"KW",400059,"PerimalChawl,RoadNo5,VMRoad,NeharuNagar,VileParleWest",146,"Marol Naka","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
415,"KW",400059,"SanjayPlaza,ABNairRoad,Juhu,AndheriWest",146,"Marol Naka","Maharashtra",16,"Mumbai","Mumbai",19.0111,73.8747,
416,"KW",400060,"GulshanWelfareSoceity,GilbertHillRoad,ChhabilJantaColony,AndheriWest",148,"Jogeshwari E","Maharashtra",16,"Mumbai","Jogeshwari ",19.1699,72.8504,
417,"KW",400060,"JuhuPoliceStation,VMRoad,NearKalaniketan,VileparleWest",148,"Jogeshwari E","Maharashtra",16,"Mumbai","Jogeshwari ",19.1699,72.8504,
418,"KW",400060,"JunedNagar,BarfiwalaRoad,NearIrlaMajid,AndheriWest",148,"Jogeshwari E","Maharashtra",16,"Mumbai","Jogeshwari ",19.1699,72.8504,
419,"KW",400060,"MadhubhanTower,DnNagar,AndheriWest",148,"Jogeshwari E","Maharashtra",16,"Mumbai","Jogeshwari ",19.1699,72.8504,
420,"KW",400060,"MhadaColonyNo2,TapeDarga,OppWadiaHighschool,AndheriWest",148,"Jogeshwari E","Maharashtra",16,"Mumbai","Jogeshwari ",19.1699,72.8504,
421,"KW",400060,"ThomasAppartment,OppNatrajBuilding,Versova,AndheriWest",148,"Jogeshwari E","Maharashtra",16,"Mumbai","Jogeshwari ",19.1699,72.8504,
422,"KW",400069,"AbbubakarChawl,GaondeviDongari,AndheriWest",171,"Nagardas Road","Maharashtra",16,"Mumbai","Mumbai",19.1145,72.8712,
423,"KW",400069,"AmilBrothers,BaherambaugRoad,JogeshwariWest",171,"Nagardas Road","Maharashtra",16,"Mumbai","Mumbai",19.1145,72.8712,
424,"KW",400069,"DarshanBuilding,JogeshwariWest",171,"Nagardas Road","Maharashtra",16,"Mumbai","Mumbai",19.1145,72.8712,
425,"KW",400069,"EversineCosmicBuilding,Oshiwara,JogeshwariWest",171,"Nagardas Road","Maharashtra",16,"Mumbai","Mumbai",19.1145,72.8712,
426,"KW",400069,"LalasahebWaliChawl,FarooqiaGilburtHillRoad,NearTashkanBekary,AndheriWest",171,"Nagardas Road","Maharashtra",16,"Mumbai","Mumbai",19.1145,72.8712,
427,"KW",400070,"AWing,Hibiscus,NewFisheriesRoad,7Bunglows,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
428,"KW",400070,"AadarshChawl,AnandNagar,OppositeMegaMall,JogeshwariWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
429,"KW",400070,"AmanSociety,JuhuGalli,NearAqusaMasjid,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
430,"KW",400070,"AmbeMataChawlNo8,NeharuNagar,VileParleWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
431,"KW",400070,"Building6,SagarBuildingSra,VPRoad,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
432,"KW",400070,"DhangarWadi,JuhuGalli,WirelessRoad,NearSiddharudhMathha,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
433,"KW",400070,"Dhangarwada,KarnatakaSoceity,BehindMakkaMasjid,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
434,"KW",400070,"JunedNagar,CDBarfiwalaRoad,JuhuGalli,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
435,"KW",400070,"LaxmiWelfarSociety,DhangarWadi,JuhuGalli,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
436,"KW",400070,"ManikamChawl,VileParleWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
437,"KW",400070,"NamakiChawl,JuhuGalli,PoliceChouki,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
438,"KW",400070,"SeemaBuilding,NDattaMarg,FourBunglow,AndheriWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
439,"KW",400072,"BWing,ShreeDarshanBuilding,SVPMhada,VersovaTelephoneExchange,AndheriWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
440,"KW",400072,"MurganChawl,NeharuNagar,VileparleWest",178,"Vihar Road","Maharashtra",16,"Mumbai",,19.0737,72.9009,
441,"KW",400093,"2/1,HajiDawoodChawl,SVRoad,Amboli,AndheriWest",220,"Chakala Midc","Maharashtra",16,"Mumbai","Mumbai",19.2355,72.8468,
442,"KW",400093,"JangleHouse,DongriGalliVarsova,VarsovaRoad,AndheriWest",220,"Chakala Midc","Maharashtra",16,"Mumbai","Mumbai",19.2355,72.8468,
443,"KW",400099,"38Society,RNo24,Mhada,4Bunglow,AndheriWest",228,"Sahar P & T Colony","Maharashtra",16,"Mumbai","Mumbai",19.2355,72.8468,
444,"KW",400099,"FarjanaMasjid,RaghwendraMandirRoad,GulshanNagar,JogeshwariWest",228,"Sahar P & T Colony","Maharashtra",16,"Mumbai","Mumbai",19.2355,72.8468,
445,"KW",400099,"RajkumarChawl,NeharuNagar,VileparleWest",228,"Sahar P & T Colony","Maharashtra",16,"Mumbai","Mumbai",19.2355,72.8468,
446,"KW",400099,"RamAdharSinghChawl,KrantiNagar,JogeshwariWest",228,"Sahar P & T Colony","Maharashtra",16,"Mumbai","Mumbai",19.2355,72.8468,
447,"KW",400099,"RamanChawl,NehruNagar,BMRoad,VileparleWest",228,"Sahar P & T Colony","Maharashtra",16,"Mumbai","Mumbai",19.2355,72.8468,
448,"L ",400024,"AmbikaNagar,SunderBaugh,Kamani,KurlaWest",80,"Nehru Nagar (Mumbai)","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
449,"L ",400024,"FitwalaBldg,PipeRoad,BehindKingBakery,KurlaWest",80,"Nehru Nagar (Mumbai)","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
450,"L ",400024,"HajiSultanChawl,HajiSultanChawl,QureshiNagar,ShivShrushtiRoad,CharbiGalli,KurlaEast",80,"Nehru Nagar (Mumbai)","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
451,"L ",400024,"JaibunnisaChawl,RajivNagar,KurlaAndheriRoad,NearShivprabhaBuilding,Sakinaka,Mumbai",80,"Nehru Nagar (Mumbai)","Maharashtra",16,"Mumbai","Mumbai",18.986,72.8259,
452,"L ",400043,"AWing,NoorMahalBuilding,PipelineRoad,NearCityHospital,KurlaWest",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
453,"L ",400043,"GanayaChwal,ShantiNagar,KurlaAndheriRoad,SafedPhool,NearZarimariMetro,Sakinaka",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
454,"L ",400043,"GauravNiwas,PareraWadi,PipelineRoad,Asalfa,Sakinaka",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
455,"L ",400043,"Heritage,D'SouzaNagar,90FeetRoad,MohiliVillage,Sakinaka,Andheri(E)",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
456,"L ",400043,"JagannathTemple,KonarkSociety,MarolMilitaryRoad,Sakinaka,KurlaWest,Sakinaka,Mumbai",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
457,"L ",400043,"KhanCpd,IndiraNagar,MuslimSociety,KurlaAndheriRoad,Jarimari,KurlaW",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
458,"L ",400043,"NabiChawl,HariyanwalaLane,NabiChawl,Kurla(W)",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
459,"L ",400043,"NehruNagar,AlidadaEstate,SGBarveMarg,NehruNagar,Kurla(E)",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
460,"L ",400043,"NikitaBuilding,AWing,MarolMilitaryRoad,BamandayaPada,AndheriEastMumbai",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
461,"L ",400043,"PoliceColony,NehruNagar,MotherDairyRoad,PoliceColony,NehruNagar,KurlaEast",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
462,"L ",400043,"SulochanaChawl,AshokNagar,Marol,MilitaryRoad,MarolMilitaryRoad,AndheriE",119,"Shivaji Nagar(Mum)   ","Maharashtra",16,"Mumbai",,19.1026,72.8242,
463,"L ",400070,"152Fitwala,FitwalaCompound,PipeRoad,Madarsa,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
464,"L ",400070,"35ImtiazBuilding,ShamiCompound,Brahmanwadi,KalluMuttonShop,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
465,"L ",400070,"BehindJarimariTemple,JarimariTemple,KurlaAndheriRoad,BehindJarimariTemple,Sakinaka",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
466,"L ",400070,"FakirNasuruddinChawl,QureshiNagar,KurlaW,NearCharbiGalli,KurlaEast",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
467,"L ",400070,"HamidChawl,JariMari,SakiNagar,SaiMohammadCompound,HamidChawl,JariMari,LakadwalaRoad,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
468,"L ",400070,"HariMasjid,AndheriRoad,JunaKabrasthan,Andheri(E)",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
469,"L ",400070,"HitechSeatingSystem,GalaNo3,OppPeninsulaHotel,Sakinaka,KurlaW,SakinakaMetro,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
470,"L ",400070,"JayAmbikaMataNagar,SunderBaug,Kamani,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
471,"L ",400070,"JuriPathakChawl,VijayNagar,KurlaAndheriRoad,OppNazHotel,KurlaWest,Mumbai",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
472,"L ",400070,"Kajupada,VeerAmitNagar,Kamani,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
473,"L ",400070,"KohetoorCHS,BldgNo12,KohetoorCHS,KapadiaNagar,DrBhagwanClinic,KurlaWest",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
474,"L ",400070,"MahadaColony,SwadeshiMillRoad,SwadeshiMill,Chunabhatti",175,"Netajinagar","Maharashtra",16,"Mumbai","Mumbai",19.0713,72.883,
